Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Target,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship
28,Female,2.85,1054,831,2.11,Law,0,8,3,7,4,1,51800,9,2,Senior,6,No
26,Female,2.37,1059,569,3.8,Law,4,7,5,10,2,0,72000,1,5,Mid,1,No
29,Female,3.55,1595,285,3.45,Law,3,9,1,7,8,0,69800,9,3,Entry,5,No
23,Male,2.95,1165,129,3.99,Business,2,1,0,2,5,0,55100,6,4,Senior,3,No
18,Female,2.7,1067,892,2.6,Law,0,3,5,5,2,2,39900,8,3,Senior,9,No
18,Female,2.72,1044,978,3.76,Medicine,1,3,5,8,6,1,84700,8,5,Entry,4,No
23,Male,3.7,1085,315,3.21,Mathematics,4,1,3,9,3,0,60500,8,2,Entry,7,No
21,Male,3.11,1322,960,2.91,Engineering,0,1,1,5,1,3,70500,8,5,Mid,6,Yes
21,Male,3.44,1356,598,2.45,Business,0,4,1,2,6,3,46400,1,5,Executive,6,No
28,Male,3.79,1244,712,3.48,Law,1,3,2,4,8,1,32700,1,3,Senior,5,Yes
23,Male,3.8,1453,71,3.81,Arts,2,7,0,5,1,2,57600,7,5,Entry,1,No
29,Male,2.66,1415,345,2.47,Mathematics,3,3,1,6,3,5,50300,9,1,Mid,3,No
28,Female,3.9,1003,990,2.35,Business,3,7,1,6,6,0,74800,10,4,Mid,5,Yes
24,Female,2.05,1146,98,3.39,Engineering,1,4,1,1,10,2,48500,8,2,Mid,2,Yes
26,Female,2.75,922,300,3.95,Law,1,0,0,6,3,5,43300,5,4,Mid,2,No
27,Female,3.79,1424,176,3.5,Computer Science,3,8,2,10,7,0,69300,8,3,Entry,4,No
22,Male,2.55,1043,745,2.57,Business,2,7,4,1,6,4,43700,9,3,Mid,7,No
26,Male,2.55,1594,884,2.84,Mathematics,2,0,3,5,9,4,45900,7,1,Mid,1,No
21,Female,2.61,1092,75,2.77,Mathematics,0,2,5,7,6,2,26800,10,3,Mid,9,No
27,Male,3.22,1364,143,3.7,Arts,1,2,5,8,7,3,66900,3,3,Entry,1,No
19,Other,2.88,1274,931,3.54,Mathematics,1,4,0,5,2,2,47300,9,3,Entry,8,No
20,Female,3.45,1576,23,3.18,Business,1,6,0,2,10,0,32300,5,4,Mid,6,No
28,Female,3.79,1591,181,2.55,Computer Science,3,0,5,3,4,2,67400,8,1,Entry,1,No
18,Other,3.35,1528,45,3.88,Business,3,0,0,7,5,2,46000,1,5,Entry,7,No
23,Male,2.41,1165,469,3.31,Arts,3,9,4,10,2,0,77300,1,2,Mid,2,No
23,Male,3.87,1277,92,3.94,Engineering,2,5,3,4,10,3,69200,3,1,Mid,1,No
18,Female,2.53,1449,269,3.16,Arts,3,4,3,1,10,4,31900,2,4,Mid,8,No
28,Male,2.3,1455,34,3.64,Engineering,0,2,1,3,10,5,60800,5,5,Senior,2,No
20,Female,2.18,973,678,3.63,Arts,3,2,5,10,7,0,65800,9,5,Entry,9,No
22,Male,3.13,1337,582,2.67,Medicine,2,3,5,2,4,2,25000,9,2,Entry,6,Yes
20,Female,2.23,1125,364,3.93,Business,1,9,5,9,9,1,46100,8,5,Entry,1,No
27,Female,2.28,1207,708,2.04,Mathematics,0,1,1,1,8,2,41900,5,1,Entry,8,No
20,Female,2.6,1247,133,3.54,Business,2,8,5,9,10,5,66300,3,5,Mid,7,No
27,Male,2.56,1375,759,3.93,Computer Science,4,3,2,10,9,2,36500,6,4,Mid,1,No
20,Male,3.21,1214,382,2.68,Medicine,1,9,0,5,8,1,54000,8,5,Entry,8,No
22,Female,3.63,1424,680,3.3,Computer Science,3,2,2,6,5,5,79000,6,4,Entry,2,Yes
22,Male,3.52,1324,966,3.12,Business,2,9,0,6,9,2,25000,7,5,Mid,8,No
21,Female,2.52,1423,277,3.52,Computer Science,4,6,3,6,5,1,51400,7,2,Entry,9,No
18,Female,2.49,1461,156,3.73,Engineering,2,8,5,9,8,2,51900,7,1,Mid,5,No
22,Female,3.93,1148,387,3.21,Medicine,3,1,2,9,4,3,25000,9,4,Entry,5,Yes
27,Female,2.02,1530,535,3.63,Mathematics,2,5,3,10,5,5,25000,9,5,Mid,7,No
22,Male,3.76,1468,200,2.62,Arts,4,4,1,7,4,4,63000,1,3,Entry,1,No
21,Female,2.4,1081,275,2.46,Engineering,2,0,5,3,2,3,49200,3,3,Entry,5,No
23,Female,3.89,1005,501,2.86,Law,0,6,3,7,4,0,52900,5,1,Entry,1,Yes
27,Male,2.68,1090,459,3.36,Arts,0,0,4,5,5,0,47800,4,4,Entry,8,Yes
21,Other,2.88,1036,50,2.37,Computer Science,3,9,2,9,6,2,68700,1,2,Senior,8,No
24,Male,3.41,1599,970,3.36,Business,4,8,5,8,4,0,86000,1,2,Entry,1,Yes
24,Male,3.18,1019,698,2.79,Engineering,4,3,5,10,10,0,66700,4,1,Senior,2,No
19,Male,2.64,971,988,3.59,Medicine,4,7,0,6,4,2,25000,5,2,Senior,7,Yes
20,Female,3.11,1030,532,2.07,Arts,4,0,3,5,6,2,49500,4,5,Entry,7,No
18,Male,3.46,1356,628,3.34,Law,4,4,5,10,7,4,71200,2,1,Entry,9,Yes
25,Female,2.08,1378,92,3.3,Engineering,1,2,5,2,7,1,43600,5,4,Entry,3,No
26,Female,2.02,951,861,3.88,Mathematics,2,3,2,3,4,2,71300,10,2,Entry,2,No
21,Male,2.92,1473,456,3.43,Mathematics,4,3,0,3,5,4,44900,3,5,Mid,10,Yes
23,Male,2.26,1018,339,3.59,Business,0,7,5,4,3,3,31200,7,2,Entry,8,Yes
26,Female,3.33,1163,53,3.81,Medicine,2,9,5,3,5,0,60800,4,1,Mid,7,No
23,Male,2.43,1138,496,3.35,Medicine,3,9,2,7,10,1,56900,2,1,Mid,3,Yes
29,Female,2.87,1250,635,2.58,Arts,3,2,2,6,5,5,41000,8,2,Mid,3,Yes
29,Male,2.4,1154,853,3.74,Engineering,4,0,4,8,4,3,69500,10,1,Mid,7,No
29,Female,3.1,1584,850,3.5,Engineering,1,4,3,2,6,2,25000,2,3,Senior,5,No
26,Female,2.23,1208,777,2.85,Medicine,1,1,4,2,5,3,65800,7,1,Mid,9,No
21,Male,2.05,1506,4,3.42,Mathematics,2,5,1,1,8,5,41800,8,4,Senior,10,No
25,Male,2.1,1394,681,3.74,Computer Science,1,3,5,5,2,4,76400,10,2,Mid,7,No
26,Male,3.91,956,281,3.95,Medicine,3,8,2,7,6,2,62300,3,3,Entry,1,No
21,Male,2.28,1302,290,3.9,Business,4,6,3,9,2,2,44800,6,2,Entry,1,No
22,Female,3.42,966,73,2.65,Engineering,0,1,1,5,6,1,35500,4,1,Entry,6,Yes
25,Female,2.14,945,137,2.84,Mathematics,3,6,5,1,4,4,25700,2,3,Entry,5,No
29,Male,2.22,1505,850,2.22,Arts,3,9,1,3,1,0,48800,8,2,Entry,5,No
27,Female,3.02,1549,768,2.5,Engineering,2,7,4,8,6,3,50800,2,1,Entry,8,Yes
23,Female,2.93,1268,971,3.76,Mathematics,1,2,1,3,3,5,65800,9,1,Mid,8,No
29,Male,3.9,1504,653,2.72,Medicine,0,2,0,7,7,1,39200,9,2,Entry,9,No
24,Male,3.89,1131,998,3.24,Business,0,1,0,10,3,5,55500,8,2,Entry,4,No
20,Female,3.56,1301,393,3.33,Computer Science,1,0,0,3,10,1,44700,10,2,Entry,5,No
24,Female,3.2,1460,208,3.56,Mathematics,4,2,5,2,4,2,72500,3,3,Mid,7,No
29,Female,2.91,922,260,2.37,Mathematics,1,9,1,10,9,3,48100,8,3,Mid,3,No
25,Female,2.71,1473,930,2.61,Engineering,4,6,5,6,7,1,39000,5,4,Senior,6,No
27,Male,3.89,1166,263,2.9,Medicine,0,8,5,2,4,2,32000,10,3,Mid,3,No
23,Female,3.21,1017,783,2.73,Law,2,8,2,10,2,2,43200,5,1,Entry,4,No
27,Female,3.16,1499,505,3.97,Medicine,3,5,3,5,5,4,46500,2,3,Entry,10,No
26,Female,2.46,1500,550,3.67,Medicine,0,5,0,5,8,2,47000,3,2,Entry,8,No
23,Male,2.09,954,203,2.96,Business,0,4,0,5,2,0,56400,8,2,Entry,10,No
29,Male,3.89,1052,736,3.76,Medicine,0,1,0,6,9,4,45000,1,3,Mid,4,No
26,Male,2.63,1138,347,2.7,Mathematics,3,6,4,3,5,4,37500,4,1,Entry,4,No
21,Female,2.89,1164,990,3.57,Medicine,4,0,4,10,6,0,43700,6,4,Entry,7,No
25,Male,2.23,1167,52,2.45,Medicine,2,5,0,5,7,0,46700,9,2,Mid,3,No
28,Male,3.67,1012,593,3.54,Engineering,2,3,0,8,9,5,41500,8,5,Entry,3,No
21,Male,2.06,1065,356,2.91,Medicine,2,2,5,4,7,1,25800,10,4,Executive,1,Yes
19,Male,3.67,1567,723,2.21,Business,4,0,4,5,4,5,27200,5,5,Senior,7,No
27,Female,2.28,907,519,2.55,Law,1,5,3,1,5,1,25000,7,5,Mid,4,No
28,Female,3.77,1116,363,2.8,Engineering,1,6,2,1,3,5,52500,8,5,Entry,7,No
26,Female,3.46,1330,45,3.5,Mathematics,2,0,3,8,1,0,56800,9,2,Entry,2,No
22,Male,2.33,1191,827,2.15,Law,0,0,5,2,3,1,37400,3,2,Entry,5,No
21,Female,3.13,949,378,3.32,Medicine,0,6,2,10,1,0,57300,8,5,Entry,7,Yes
19,Male,2.63,1006,789,3.43,Computer Science,3,5,1,10,5,0,44200,3,5,Entry,9,No
18,Male,2.36,908,412,3.31,Law,1,6,1,7,7,5,47800,1,4,Entry,10,Yes
28,Male,3.72,1599,771,3.52,Business,0,7,3,7,9,2,30400,4,2,Mid,4,No
24,Male,2.81,1355,142,2.36,Computer Science,2,7,4,9,4,1,68700,7,5,Entry,6,No
23,Male,2.8,1222,258,3.17,Business,3,8,0,1,10,4,73900,9,1,Mid,3,No
19,Female,2.34,1208,797,3.88,Mathematics,1,8,1,2,10,4,54900,10,2,Mid,2,No
25,Female,2.77,1521,914,3.22,Computer Science,3,6,5,1,1,1,38600,7,2,Senior,10,No
28,Female,3.74,1044,37,3.22,Medicine,0,8,4,1,7,1,51400,10,1,Mid,2,No
21,Male,2.73,1311,941,3.47,Computer Science,2,5,4,4,3,1,38400,5,5,Entry,5,No
25,Male,3.9,1013,45,2.67,Mathematics,2,8,2,8,1,1,29900,1,3,Mid,3,No
24,Male,3.89,1474,920,3.4,Law,2,1,1,10,4,2,60600,1,2,Mid,2,No
22,Other,2.29,1298,632,3.83,Computer Science,0,1,3,8,9,0,35100,9,5,Senior,2,No
27,Female,2.35,1174,46,2.02,Business,4,5,5,9,6,1,37200,4,1,Mid,3,No
27,Female,3.73,1023,652,3.74,Medicine,2,2,4,2,6,5,25000,3,1,Entry,1,No
29,Male,2.79,985,565,2.44,Business,4,1,3,7,7,1,66000,5,2,Entry,8,No
25,Female,2.01,1481,301,2.91,Medicine,2,7,3,4,1,0,72600,7,1,Mid,9,Yes
26,Male,2.55,946,288,3.7,Law,4,6,5,3,5,0,61000,7,1,Senior,1,No
22,Female,3.2,1100,786,3.65,Arts,1,7,1,4,4,0,62200,5,5,Senior,5,No
27,Female,3.6,1175,269,3.78,Engineering,1,5,5,4,4,5,29900,8,1,Entry,8,No
22,Other,2.27,1448,900,3.88,Law,2,8,3,3,7,3,46100,5,3,Senior,2,No
19,Female,2.22,1029,791,2.89,Mathematics,3,8,3,9,2,4,60900,10,5,Mid,1,No
22,Male,3.84,1347,62,3.31,Law,3,1,0,8,5,5,35400,4,5,Entry,5,No
20,Female,3.5,1288,566,2.78,Engineering,0,9,5,10,7,1,43900,6,2,Entry,1,Yes
24,Female,3.18,1475,970,2.7,Business,1,4,3,2,3,2,25500,3,5,Mid,6,No
27,Male,3.54,1162,951,2.86,Law,1,8,0,3,2,2,45500,4,2,Mid,9,Yes
22,Male,2.86,1531,581,3.49,Medicine,3,2,1,10,1,0,47300,8,1,Entry,8,Yes
25,Male,3.52,1177,242,3,Computer Science,2,4,3,7,5,2,57500,10,4,Mid,6,No
18,Male,2.74,945,936,3.63,Law,0,7,4,5,5,4,25100,10,3,Entry,4,No
20,Male,2.49,1067,782,3.49,Engineering,1,1,5,1,4,1,25000,3,3,Mid,7,Yes
20,Female,3.46,1344,764,2.04,Law,0,5,3,1,8,2,68500,10,1,Entry,6,Yes
26,Male,2.84,1521,354,3.26,Business,1,3,0,8,2,4,66100,3,4,Entry,7,No
22,Male,3.96,945,796,2.87,Business,4,5,4,6,4,4,40300,6,5,Entry,2,No
29,Female,2.7,1439,968,2.91,Business,4,2,1,4,5,3,72900,8,4,Mid,7,Yes
26,Female,3.84,986,976,3.64,Medicine,0,5,5,3,9,3,52500,10,5,Senior,10,No
26,Female,3.87,1284,863,3.1,Mathematics,3,6,2,9,3,2,67100,2,5,Entry,4,No
18,Male,2.48,1568,71,3.77,Mathematics,3,9,2,9,1,4,45600,1,5,Entry,5,No
19,Female,3.6,1164,835,3.43,Law,1,2,0,4,4,0,54700,10,4,Entry,7,Yes
22,Female,2.87,921,413,3.11,Business,4,4,1,8,10,3,44900,1,1,Mid,10,No
21,Male,3.84,1349,612,3.51,Arts,4,7,1,4,6,4,75100,7,5,Entry,2,No
27,Male,2.9,1131,61,2.08,Computer Science,0,1,3,8,7,3,47600,2,1,Entry,1,No
26,Female,3.49,1085,615,2.05,Mathematics,0,6,2,7,4,1,48700,9,5,Mid,5,No
24,Female,2.93,1225,452,2.17,Business,3,0,3,6,4,4,25800,10,1,Entry,10,No
23,Other,2.46,1082,393,2.88,Mathematics,3,6,1,7,6,4,48200,4,1,Mid,1,Yes
24,Female,2.4,1296,631,2.47,Medicine,3,0,0,6,1,5,76100,7,1,Entry,6,No
18,Female,2.85,1380,529,3.97,Computer Science,2,3,0,6,5,1,70300,5,2,Mid,2,No
18,Female,3.51,1302,305,3.08,Computer Science,4,3,4,7,3,5,47300,5,4,Senior,2,Yes
25,Male,3.21,1362,191,3.32,Engineering,4,4,0,4,8,3,48600,7,5,Entry,4,No
19,Male,3.38,1316,724,2.56,Business,0,1,2,5,5,1,31300,9,5,Mid,10,No
29,Male,2.56,1101,78,2.64,Business,4,5,4,9,7,2,55200,4,2,Entry,2,No
27,Female,2.96,964,558,2.67,Law,0,5,2,2,8,0,54900,9,1,Senior,9,No
28,Female,2.09,1454,605,3.4,Medicine,2,7,3,9,8,3,57900,9,1,Entry,3,No
26,Female,3.64,916,889,2.95,Arts,3,9,3,5,2,4,26200,8,5,Mid,8,Yes
24,Male,3.98,1082,525,3.04,Law,2,0,0,10,2,2,67400,1,3,Entry,7,Yes
23,Female,2.81,1290,740,3.18,Arts,3,3,4,1,10,3,46600,10,5,Entry,7,Yes
18,Male,2.02,943,301,3.54,Engineering,3,1,2,7,5,0,68400,9,5,Mid,4,No
18,Male,2.34,1599,949,2.18,Mathematics,0,7,2,5,3,4,53100,3,2,Mid,4,No
19,Female,3.31,1381,17,3.55,Mathematics,3,3,1,3,10,1,71400,8,1,Mid,1,No
23,Female,3.22,1162,815,3.13,Arts,2,7,0,3,1,0,59700,5,4,Entry,8,No
23,Other,3.58,1073,574,3.34,Mathematics,1,1,5,1,8,5,37400,6,5,Mid,1,No
19,Male,2.51,1340,434,2.66,Medicine,0,3,3,7,6,3,62300,3,5,Entry,4,No
18,Female,3.53,1465,43,2.82,Mathematics,3,8,5,2,3,4,65300,7,4,Mid,3,No
27,Male,3.38,1119,68,2.46,Engineering,3,4,1,8,8,3,53200,2,2,Mid,1,Yes
22,Male,2.65,1457,380,3.96,Business,4,5,3,4,1,0,45800,3,3,Entry,7,No
22,Female,3.09,1293,212,2.99,Arts,0,9,3,4,3,4,63900,2,2,Senior,7,Yes
19,Female,2.29,1094,203,3.99,Medicine,0,8,2,5,9,0,67300,9,5,Senior,2,No
23,Female,2.91,1308,726,2.98,Medicine,2,8,3,9,6,3,30300,3,2,Entry,10,No
26,Male,3.76,1370,109,2.44,Business,1,6,4,7,1,5,52000,8,4,Entry,5,No
19,Female,2.84,1246,968,3.01,Mathematics,2,1,3,3,9,4,47000,6,2,Entry,8,No
27,Male,3.68,1361,284,2.08,Medicine,2,6,4,4,7,4,78400,1,5,Mid,1,No
19,Female,3.18,960,941,3.81,Engineering,2,8,3,9,1,4,39300,6,4,Entry,9,No
20,Male,2.38,1065,937,3.64,Engineering,1,1,1,1,1,3,58300,8,4,Mid,7,No
24,Male,3.16,1571,606,3.45,Law,2,6,2,8,5,2,60400,10,5,Senior,7,Yes
23,Female,3.01,1050,225,3.22,Computer Science,0,6,1,8,4,5,50900,3,5,Entry,2,No
29,Female,2.8,1010,737,3.16,Business,1,2,2,7,8,3,70700,7,5,Senior,8,No
25,Male,2.24,1387,751,3.99,Mathematics,3,5,1,6,2,1,48600,6,3,Senior,3,No
25,Male,2.83,1448,118,2.56,Medicine,4,7,0,7,6,2,31700,1,5,Mid,10,Yes
23,Female,2.15,902,932,3.56,Arts,4,9,3,10,8,3,72000,2,2,Entry,7,No
29,Male,2.2,1382,603,3.16,Law,0,7,3,4,1,1,43300,5,1,Entry,3,No
28,Male,2.83,912,340,3.95,Engineering,4,2,0,4,3,0,51400,7,3,Entry,6,No
27,Male,2.61,1061,801,3.66,Business,4,5,0,5,1,1,47700,4,3,Mid,1,No
20,Male,3.85,1243,281,4,Mathematics,4,1,4,4,7,5,35800,6,1,Mid,4,No
20,Female,2.75,1348,491,3.18,Business,3,1,1,4,1,4,36200,2,2,Senior,9,No
18,Female,3.52,1231,19,2.41,Mathematics,4,7,3,9,9,5,26900,5,3,Senior,7,No
24,Female,3.06,1163,175,3.01,Engineering,2,9,4,6,8,2,57800,10,3,Mid,7,Yes
22,Other,3.41,982,469,3.42,Computer Science,0,4,5,3,3,3,60800,3,5,Senior,4,No
21,Male,2.52,1233,618,3.55,Business,0,4,3,3,4,5,53700,1,4,Entry,10,No
27,Male,3.88,1279,801,2,Medicine,0,3,0,10,9,3,59100,6,3,Entry,1,No
21,Male,3.06,1118,760,3.01,Arts,3,9,4,8,10,4,48000,9,2,Entry,1,Yes
21,Male,3.66,1557,835,2.47,Arts,3,3,5,3,6,2,53000,10,4,Entry,3,No
23,Male,2.73,1353,142,3.75,Engineering,4,7,4,4,5,2,49600,8,1,Mid,7,Yes
25,Female,2.2,1572,463,2.31,Business,2,2,4,6,5,5,48900,4,3,Entry,7,No
25,Female,3.35,988,929,3.33,Arts,4,2,1,9,1,4,33700,8,2,Entry,5,Yes
22,Male,2.02,1232,298,2.53,Business,0,7,5,6,1,2,69800,5,1,Senior,9,No
23,Female,2.95,1209,470,2.71,Engineering,2,2,4,3,3,4,45700,3,5,Executive,2,No
21,Female,2.39,1319,705,3.88,Computer Science,0,1,3,6,2,1,43100,4,5,Entry,9,No
29,Female,3.25,1508,863,2.48,Arts,2,4,1,4,10,5,41600,7,4,Entry,9,No
28,Female,3.96,1253,815,2.19,Medicine,1,2,3,5,1,4,44200,5,1,Entry,6,No
26,Female,2.93,999,803,2.14,Law,3,5,5,5,5,3,44400,4,4,Entry,4,Yes
25,Female,3.63,1044,373,3.01,Engineering,3,6,4,3,3,0,52900,3,1,Mid,5,No
27,Female,3.02,909,468,3.28,Law,0,2,4,5,7,1,25000,3,1,Mid,6,No
29,Female,2.99,943,928,2.65,Computer Science,0,8,5,5,8,5,37100,10,5,Entry,4,Yes
27,Male,3.86,1285,951,3.38,Medicine,1,9,3,7,10,5,72300,6,4,Mid,9,No
18,Male,3.78,1394,438,2.12,Law,4,0,2,9,6,5,71300,8,5,Entry,2,No
19,Female,3.57,1392,844,3.71,Medicine,2,6,4,5,5,3,46100,4,1,Executive,8,No
26,Male,2.59,1068,947,3.63,Arts,1,3,4,9,10,1,87400,1,5,Entry,9,Yes
25,Male,3.09,1541,720,3.97,Business,1,6,1,5,5,3,60500,4,4,Senior,4,No
20,Female,2.45,1430,443,3.87,Engineering,0,8,3,4,1,2,72100,5,4,Entry,9,No
25,Male,2.89,1235,456,2.71,Medicine,0,8,4,6,6,4,51400,8,2,Entry,2,No
29,Female,2.97,1412,248,2.8,Arts,4,0,3,8,6,3,46200,7,5,Entry,3,No
18,Female,3.66,1029,142,3.49,Computer Science,4,9,1,4,3,3,64300,2,2,Senior,10,No
27,Other,3.79,1438,402,2.27,Mathematics,0,3,3,5,4,2,66800,9,1,Mid,5,No
21,Female,2.83,1413,896,2.63,Medicine,3,6,3,10,4,0,45900,3,5,Senior,4,No
20,Male,2.04,1149,823,2.24,Computer Science,4,9,1,1,6,0,56600,9,3,Entry,3,No
23,Female,3.72,1037,222,2.91,Engineering,1,5,4,10,8,4,25000,1,2,Entry,4,No
24,Female,2.35,1174,737,3.1,Arts,0,8,3,1,9,2,40200,9,4,Entry,9,No
21,Other,3.24,1363,866,2.42,Computer Science,2,6,2,8,9,1,71400,7,2,Mid,9,Yes
24,Male,2.05,1040,184,2.05,Business,2,2,4,7,5,3,42000,2,5,Senior,5,Yes
26,Male,2.8,1155,364,3.44,Law,3,6,1,5,8,4,49200,10,2,Entry,7,Yes
28,Female,3.97,1355,817,2.04,Computer Science,0,9,0,9,8,0,48100,7,4,Entry,8,No
19,Male,2.2,1333,994,3.95,Computer Science,1,4,5,1,10,1,33600,1,2,Mid,2,No
28,Female,2.85,1506,188,2.44,Arts,3,1,2,3,4,5,48700,3,2,Entry,9,Yes
20,Male,2.61,1072,113,3.33,Arts,1,9,4,6,4,2,46900,7,3,Mid,9,Yes
22,Male,3.81,1372,181,2.87,Medicine,2,2,5,1,3,5,36300,3,1,Entry,2,No
20,Male,3.74,1322,199,2.12,Law,1,5,1,6,5,3,47800,2,4,Senior,6,No
28,Male,2.48,1338,902,2.94,Computer Science,2,5,2,2,8,5,32300,5,1,Senior,4,No
25,Female,2.16,956,70,3.03,Computer Science,4,6,4,10,8,5,49300,3,3,Mid,1,No
29,Female,3.25,1397,598,3.71,Arts,2,5,5,5,9,3,48900,9,5,Entry,5,No
27,Male,2.67,1513,904,3.46,Mathematics,2,8,0,10,1,0,79600,7,5,Entry,3,No
25,Female,3.34,1068,485,2.16,Business,3,4,4,2,4,5,38000,1,3,Entry,1,No
25,Male,2.06,1481,399,2.42,Mathematics,3,4,0,1,6,0,62200,1,5,Mid,2,Yes
29,Female,2.27,1460,922,2.62,Arts,0,7,0,4,5,4,28300,6,5,Entry,7,No
29,Male,3.37,1327,551,2.23,Business,0,7,3,2,4,5,86900,4,2,Senior,1,Yes
26,Female,2.42,1318,643,2.91,Law,2,0,1,9,3,5,55900,1,2,Senior,3,No
21,Female,3.72,1246,953,3.97,Mathematics,4,2,3,3,2,3,53600,9,2,Entry,1,No
22,Female,2.12,1416,10,3.03,Arts,0,5,0,9,9,3,59200,2,3,Mid,1,No
22,Female,2.43,1354,3,3.48,Law,2,5,1,4,10,5,51000,1,5,Mid,8,No
25,Female,4,1101,478,3.37,Engineering,3,0,1,10,3,5,43800,3,1,Entry,6,No
24,Other,2.87,1078,814,3.7,Computer Science,0,1,1,7,4,3,35900,10,4,Entry,4,Yes
26,Female,3.41,956,662,2.43,Law,0,9,2,7,1,3,53000,1,5,Entry,8,Yes
25,Female,2.37,1597,67,3.51,Business,2,6,4,6,1,1,68800,4,3,Mid,7,No
19,Female,3.22,1503,705,3.76,Engineering,2,0,0,8,10,2,25000,4,2,Entry,9,No
27,Male,3.45,1400,97,2.34,Business,1,9,1,6,9,1,83200,6,4,Mid,1,No
29,Female,2.63,1011,531,2.69,Medicine,1,4,5,9,4,5,37100,3,4,Senior,10,No
21,Male,3.66,1047,996,3.94,Medicine,4,0,2,5,10,2,54600,9,4,Mid,5,Yes
23,Female,3.21,1277,318,3.56,Computer Science,0,5,2,3,4,1,39100,6,1,Executive,6,Yes
29,Female,2.78,1247,98,2.57,Engineering,1,6,5,5,6,4,49100,7,2,Mid,6,Yes
19,Female,3.12,1257,57,3.13,Engineering,2,7,0,4,2,2,54900,6,2,Entry,10,No
24,Male,3.15,955,863,2.81,Medicine,0,2,3,3,6,3,47300,9,2,Senior,7,Yes
20,Male,2.33,1215,107,2.98,Computer Science,1,2,2,1,7,2,52700,2,2,Entry,5,No
20,Female,2.81,1084,88,2.71,Law,4,0,0,8,1,3,51700,8,5,Executive,5,No
28,Female,2.69,953,972,2.56,Medicine,4,2,2,4,8,4,58400,5,4,Entry,1,No
19,Male,2.8,936,653,3.35,Engineering,4,4,0,3,6,5,57400,2,4,Executive,10,Yes
28,Male,3.52,1169,656,3.56,Business,4,5,1,4,9,2,25000,7,4,Entry,5,No
25,Female,2.97,1407,912,3.75,Mathematics,2,2,3,1,4,0,45000,5,3,Entry,10,No
23,Female,3.88,1127,371,2.31,Engineering,4,3,5,6,2,3,70100,8,2,Entry,1,Yes
18,Male,2.59,1327,375,3.65,Computer Science,3,4,2,3,9,2,62700,10,5,Entry,10,No
29,Male,2.83,900,52,2.51,Engineering,4,4,5,8,8,1,33300,6,5,Mid,2,No
18,Male,3.57,922,724,2.85,Arts,1,8,2,10,2,2,44400,7,3,Entry,1,No
24,Other,3.09,1402,41,3.8,Engineering,0,7,2,5,8,3,46600,1,3,Mid,8,No
25,Male,3.09,1347,816,2.91,Arts,1,0,4,9,8,0,46300,2,4,Mid,8,No
22,Male,2.11,1395,91,2.39,Medicine,0,1,4,9,5,0,47600,9,4,Mid,8,No
29,Male,2.8,1324,39,2.32,Law,2,4,5,2,7,1,42300,7,4,Senior,10,No
28,Male,2.54,1599,13,2.95,Arts,0,2,1,5,7,4,35500,7,4,Entry,10,Yes
22,Female,4,917,900,3.53,Engineering,3,6,2,7,4,0,81900,4,4,Entry,1,No
21,Male,2.62,1344,608,3.99,Law,4,5,3,7,6,5,52700,4,2,Entry,4,No
23,Male,3.77,1460,621,3.57,Mathematics,1,1,4,10,10,4,46800,3,5,Entry,1,Yes
23,Male,3.35,1458,104,3.75,Law,0,7,0,3,6,3,61300,10,2,Entry,4,Yes
20,Male,2.68,1526,866,3.5,Engineering,1,4,0,7,6,2,26600,4,5,Executive,7,No
26,Male,3.09,938,743,3.79,Engineering,4,5,0,7,9,4,58200,10,1,Entry,10,No
29,Female,3.68,1109,43,2.15,Mathematics,2,7,1,4,2,5,28000,6,1,Entry,7,No
28,Female,3.77,1110,209,3.86,Computer Science,4,5,2,7,10,3,55400,3,1,Senior,1,No
24,Female,2.32,1464,600,2.79,Medicine,2,9,2,8,8,3,37100,10,5,Senior,10,No
18,Female,2.68,1180,605,3.84,Arts,1,2,5,3,8,3,60500,8,3,Executive,2,No
24,Female,2.67,1032,686,2.15,Business,2,6,4,2,1,5,89900,1,2,Senior,6,No
22,Male,2.08,1348,476,3.43,Arts,2,3,0,9,2,1,52300,6,3,Mid,6,No
22,Female,3.2,1163,638,3.47,Engineering,2,5,1,7,4,5,27600,2,5,Entry,1,No
19,Female,3.71,1010,109,3.99,Business,2,5,5,1,5,1,40200,1,4,Mid,4,Yes
21,Female,2.76,1454,559,3.54,Business,2,4,3,10,5,4,55100,4,3,Entry,9,No
29,Female,3.48,1137,214,2.77,Arts,0,0,2,10,6,3,69000,6,5,Entry,8,No
23,Male,3.26,1356,604,3.11,Mathematics,2,7,2,9,7,4,33300,7,1,Senior,4,No
27,Female,2.75,1415,693,2.73,Arts,2,9,1,5,1,0,78100,1,4,Entry,3,No
28,Female,2.28,1072,409,2.39,Arts,4,1,5,2,7,4,59500,3,1,Mid,8,No
24,Other,3.42,1092,553,2.5,Arts,4,3,5,7,6,2,49800,6,3,Mid,9,No
28,Male,3.71,1414,771,2.44,Mathematics,4,2,4,9,5,3,63000,6,3,Entry,1,No
22,Male,3.37,1467,633,3.1,Mathematics,2,5,1,3,6,4,31000,10,2,Entry,10,No
